1,0.0065,1,0
2,0.0031,2,0
3,0.0041,3,0
4,0.0044,4,0
5,0.0042,1,0
6,0.0043,2,0
7,0.0035,3,0
8,0.003,4,0
9,0.0036,5,0
10,0.0033,1,0
11,0.0029,2,0
12,0.0029,3,0
13,0.0029,4,0
14,0.0031,5,0
15,0.0031,2,0
16,0.0039,3,0
17,0.0031,4,0
18,0.0031,5,0
19,0.0031,6,0
20,0.003,2,0
21,0.0054,3,0
22,0.006,4,0
23,0.0087,5,0
24,0.0131,6,0
25,0.009,1,0
26,0.0065,2,0
27,0.0049,3,0
28,0.0049,4,0
29,0.0048,5,0
30,0.004,2,0
31,0.0041,3,0
32,0.004,4,0
33,0.004,5,0
34,0.0041,6,0
35,0.0042,2,0
36,0.004,3,0
37,0.004,4,0
38,0.0038,5,0
39,0.004,6,0
40,0.0039,3,0
41,0.0069,4,0
42,0.0065,5,0
43,0.0084,6,0
44,0.0066,7,0
45,0.006,3,0
46,0.0067,4,0
47,0.0047,5,0
48,0.005,6,0
49,0.0047,7,0
50,0.0125,1,0
51,0.005,2,0
52,0.005,3,0
53,0.0053,4,0
54,0.0105,5,0
55,0.0062,2,0
56,0.0121,3,0
57,0.0113,4,0
58,0.008,5,0
59,0.0056,6,0
60,0.006,2,0
61,0.0072,3,0
62,0.0064,4,0
63,0.0062,5,0
64,0.0058,6,0
65,0.006,3,0
66,0.0066,4,0
67,0.0063,5,0
68,0.0059,6,0
69,0.0062,7,0
70,0.0065,3,0
71,0.0072,4,0
72,0.0059,5,0
73,0.0061,6,0
74,0.0221,7,0
75,0.0063,2,0
76,0.006,3,0
77,0.0061,4,0
78,0.0066,5,0
79,0.0062,6,0
80,0.0061,3,0
81,0.0064,4,0
82,0.0135,5,0
83,0.0064,6,0
84,0.0065,7,0
85,0.0064,3,0
86,0.0067,4,0
87,0.0066,5,0
88,0.0066,6,0
89,0.0068,7,0
90,0.0069,4,0
91,0.007,5,0
92,0.0067,6,0
93,0.0068,7,0
94,0.0118,8,0
95,0.0085,4,0
96,0.0086,5,0
97,0.0113,6,0
98,0.0156,7,0
99,0.0094,8,0
100,0.0108,1,0
101,0.0088,2,0
102,0.0171,3,0
103,0.0077,4,0
104,0.0085,5,0
105,0.0079,2,0
106,0.008,3,0
107,0.0077,4,0
108,0.0079,5,0
109,0.0196,6,0
110,0.0106,2,0
111,0.0094,3,0
112,0.0097,4,0
113,0.0107,5,0
114,0.027,6,0
115,0.0123,3,0
116,0.0103,4,0
117,0.0093,5,0
118,0.0107,6,0
119,0.0094,7,0
120,0.0086,3,0
121,0.0086,4,0
122,0.0097,5,0
123,0.0088,6,0
124,0.0087,7,0
125,0.009,2,0
126,0.0192,3,0
127,0.0091,4,0
128,0.0094,5,0
129,0.0117,6,0
130,0.0101,3,0
131,0.0118,4,0
132,0.0161,5,0
133,0.0108,6,0
134,0.0102,7,0
135,0.0107,3,0
136,0.01,4,0
137,0.0101,5,0
138,0.0107,6,0
139,0.0097,7,0
140,0.0097,4,0
141,0.0095,5,0
142,0.01,6,0
143,0.0097,7,0
144,0.0097,8,0
145,0.0098,4,0
146,0.0164,5,0
147,0.0098,6,0
148,0.0102,7,0
149,0.0101,8,0
150,0.0148,2,0
151,0.0123,3,0
152,0.0148,4,0
153,0.0174,5,0
154,0.0188,6,0
155,0.0107,3,0
156,0.0109,4,0
157,0.0109,5,0
158,0.0114,6,0
159,0.0105,7,0
160,0.0107,3,0
161,0.0107,4,0
162,0.0162,5,0
163,0.0109,6,0
164,0.0107,7,0
165,0.0107,4,0
166,0.0112,5,0
167,0.011,6,0
168,0.0112,7,0
169,0.0136,8,0
170,0.021,4,0
171,0.0143,5,0
172,0.0117,6,0
173,0.0113,7,0
174,0.011799,8,0
175,0.0113,3,0
176,0.0115,4,0
177,0.0114,5,0
178,0.02,6,0
179,0.0117,7,0
180,0.0116,4,0
181,0.0116,5,0
182,0.0124,6,0
183,0.0117,7,0
184,0.0119,8,0
185,0.012,4,0
186,0.0165,5,0
187,0.0122,6,0
188,0.0122,7,0
189,0.0121,8,0
190,0.0133,5,0
191,0.014,6,0
192,0.0129,7,0
193,0.0139,8,0
194,0.0133,9,0
195,0.0126,5,0
196,0.0132,6,0
197,0.0125,7,0
198,0.0204,8,0
199,0.0128,9,0
200,0.0129,2,0
-1, 75.0737,0 , 0
